gw_site_id	county_code	well_log_nbr	gw_logid	well_tag_nbr	other_identity_id	other_identity_name	other_identity_description	download_date
30980	HARN	6	HARN0000006		'40571'	ODEQ Station ID	Oregon Department of Environmental Quality Station ID	1/29/2024
30980	HARN	6	HARN0000006		'435323119374701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
30980	HARN	6	HARN0000006		'HC064'	ODEQ Field ID	Oregon Department of Environmental Quality Field ID	1/29/2024
19871	HARN	8	HARN0000008		'40580'	ODEQ Station ID	Oregon Department of Environmental Quality Station ID	1/29/2024
19871	HARN	8	HARN0000008		'435233119161901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
19871	HARN	8	HARN0000008		'HC073'	ODEQ Field ID	Oregon Department of Environmental Quality Field ID	1/29/2024
18476	HARN	14	HARN0000014		'19S/34E-18cca'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18476	HARN	14	HARN0000014		'435440118350601'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18478	HARN	18	HARN0000018		'19S/363-31abc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18478	HARN	18	HARN0000018		'435244118201101'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18477	HARN	19	HARN0000019		'19S/36E-30daa'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18477	HARN	19	HARN0000019		'435317118193701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18477	HARN	19	HARN0000019		'435318118193701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18479	HARN	28	HARN0000028		'20S/33.5E-2adb'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18479	HARN	28	HARN0000028		'435213118362801'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18480	HARN	29	HARN0000029		'20S/34E-4bda'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18480	HARN	29	HARN0000029		'435139118321401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18481	HARN	31	HARN0000031		'20S/34E-4cbd'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18481	HARN	31	HARN0000031		'435120118323301'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18482	HARN	32	HARN0000032		'20S/34E-12dbc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18482	HARN	32	HARN0000032		'435028118283101'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18483	HARN	36	HARN0000036		'20S/35E-26abb'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18483	HARN	36	HARN0000036		'434828118222901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18484	HARN	37	HARN0000037		'20S/35E-26abc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18484	HARN	37	HARN0000037		'434821118223401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18485	HARN	41	HARN0000041		'20S/35E-34ddd'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18485	HARN	41	HARN0000041		'434651118231401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18486	HARN	47	HARN0000047		'20S/36E-30acc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18486	HARN	47	HARN0000047		'434821118195501'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18487	HARN	49	HARN0000049		'20S/36E-32bba'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18487	HARN	49	HARN0000049		'434736118192601'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18488	HARN	57	HARN0000057		'21S/35E-13dbc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18488	HARN	57	HARN0000057		'434438118212901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18546	HARN	67	HARN0000067		'22S/26E-30DBD'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18546	HARN	67	HARN0000067		'433749119383501'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
6248	HARN	75	HARN0000075		'22S/30E-27ddc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6248	HARN	75	HARN0000075		'22S/30E-27ddc'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18394	HARN	84	HARN0000084		'22S/30E-35bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18128	HARN	97	HARN0000097		'No. 1'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18129	HARN	102	HARN0000102		'No. 2'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
16118	HARN	106	HARN0000106	102547	'22S/31E-33baa'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6249	HARN	107	HARN0000107		'22S/31E-28dda'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6249	HARN	107	HARN0000107		'22S/31E-28dda'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
6249	HARN	107	HARN0000107		'22S/31E-28ddb'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
16098	HARN	114	HARN0000114		'22S/31E-32bcc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18050	HARN	129	HARN0000129		'22S/31E-33ccd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 0817	Meinzer, O.E., and Wenzel, L.K., 1936, Water levels and artesian pressures in observation wells in the United States in 1936: U.S. Geological Survey Water Supply Paper 817.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 0845	Meinzer, O.E., and Wenzel, L.K., 1939, Water levels and artesian pressures in observation wells in the United States in 1938: U.S. Geological Survey Water Supply Paper 845.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 0910	Meinzer, O.E., and Wenzel, L.K., 1941, Water levels and artesian pressures in observation wells in the United States in 1940, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 910.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 0940	Meinzer, O.E., and Wenzel, L.K., 1942, Water levels and artesian pressure in observation wells in the United States, 1941, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 940.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 0948	Meinzer, O.E., and Wenzel, L.K., 1944, Water levels and artesian pressure in observation wells in the United States, 1942, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 948.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 0990	Meinzer, O.E., and Wenzel, L.K., 1946, Water levels and artesian pressure in observation wells in the United States in 1943, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 990.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1020	Sayre, A.N., 1947, Water levels and artesian pressure in observation wells in the United States, 1944, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1020.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1027	Paulsen, C.G., and others, 1948, Water levels and artesian pressure in observation wells in the United States, 1945, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1027.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1075	Paulsen, C.G., and others, 1948, Water levels and artesian pressure in observation wells in the United States, 1946, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1075.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1100	Paulsen, C.G., and others, 1951, Water levels and artesian pressure in observation wells in the United States, 1947, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1100.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1130	Paulsen, C.G., and others, 1951, Water levels and artesian pressure in observation wells in the United States, 1948, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1130.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1160	Paulsen, C.G., and others, 1952, Water levels and artesian pressure in observation wells in the United States, 1949, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1160.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1169	Paulsen, C.G., and others, 1952, Water levels and artesian pressure in observation wells in the United States, 1950, Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1169.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1195	Sayre, A.N., 1954, Water levels and artesian pressures in observation wells in the United States, 1951, Northwestern States: U.S. Geological Survey Water Supply Paper 1195.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1225	Sayre, A.N., 1955, Water levels and artesian pressures in observation wells in the United States, 1952 Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1225.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1269	Sayre, A.N., 1956, Water levels and artesian pressures in observation wells in the United States, 1953 Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1269.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1325	Sayre, A.N., 1956, Water levels and artesian pressures in observation wells in the United States, 1954 Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1325.	1/29/2024
6250	HARN	130	HARN0000130		'22/31-34N1'	USGS WSP 1408	Sayre, A.N., 1957, Water levels and artesian pressures in observation wells in the United States, 1955 Part 5, Northwestern States: U.S. Geological Survey Water Supply Paper 1408.	1/29/2024
6250	HARN	130	HARN0000130		'22/31/34N1'	USGS WSP 0886	Meinzer, O.E., and Wenzel, L.K., 1940, Water levels and artesian pressure in observation wells in the United States in 1939: U.S. Geological Survey Water Supply Paper 886.	1/29/2024
6250	HARN	130	HARN0000130		'22S/31E-28ccb'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
6250	HARN	130	HARN0000130		'22S/31E-34ccb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6250	HARN	130	HARN0000130		'22S/31E-34ccb'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
6250	HARN	130	HARN0000130		'433705118595401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
6250	HARN	130	HARN0000130		'No. 5'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18395	HARN	134	HARN0000134		'22S/31E-34aaa'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18130	HARN	137	HARN0000137		'No. 4'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18131	HARN	144	HARN0000144		'No. 6'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18132	HARN	145	HARN0000145		'No. 7'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6251	HARN	147	HARN0000147		'22S/31E-36bab'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18396	HARN	149	HARN0000149		'22S/31E-36cad'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18133	HARN	157	HARN0000157		'433806118492601'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18133	HARN	157	HARN0000157		'No. 8'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18134	HARN	177	HARN0000177		'433739118523401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18134	HARN	177	HARN0000177		'No. 10'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18397	HARN	181	HARN0000181		'22S/32E-35bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18135	HARN	184	HARN0000184		'433734118494401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18135	HARN	184	HARN0000184		'No. 11'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18136	HARN	185	HARN0000185		'433730118494801'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18136	HARN	185	HARN0000185		'No. 12'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18398	HARN	186	HARN0000186		'22S/32E-36bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18401	HARN	193	HARN0000193		'22S/32.5E-18aad'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6252	HARN	202	HARN0000202		'22S/32.5E-30cbd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18407	HARN	206	HARN0000206	35540	'22S/32.5E-36dab'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18409	HARN	207	HARN0000207	114130	'22S/32.5E-36ddb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18404	HARN	210	HARN0000210	114132	'22S/32.5E-36aab'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18405	HARN	211	HARN0000211	114131	'22S/32.5E-36aac'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18137	HARN	215	HARN0000215		'433737118431201'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18137	HARN	215	HARN0000215		'No. 14'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6253	HARN	219	HARN0000219	95060	'22S/33E-27adc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6253	HARN	219	HARN0000219	95060	'22S/33E-27adc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18410	HARN	224	HARN0000224		'22S/33E031aaa'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18411	HARN	230	HARN0000230		'22S/33E-34bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18138	HARN	231	HARN0000231		'No. 16'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18489	HARN	232	HARN0000232		'22S/34E-20bba'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18489	HARN	232	HARN0000232		'433854118313701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18489	HARN	232	HARN0000232		'433906118335401'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18490	HARN	233	HARN0000233		'22S/35E-17ddc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18490	HARN	233	HARN0000233		'433918118255601'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18548	HARN	238	HARN0000238		'23S/26E-5bab'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18548	HARN	238	HARN0000238		'433638119374901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
22989	HARN	244	HARN0000244		'40160'	ODEQ Station ID	Oregon Department of Environmental Quality Station ID	1/29/2024
22989	HARN	244	HARN0000244		'433427119335901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
22989	HARN	244	HARN0000244		'HC033'	ODEQ Field ID	Oregon Department of Environmental Quality Field ID	1/29/2024
18547	HARN	248	HARN0000248		'23S/26E-23ddd'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18547	HARN	248	HARN0000248		'433317119333001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18553	HARN	253	HARN0000253		'23S/26E-28cba'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18553	HARN	253	HARN0000253		'40161'	ODEQ Station ID	Oregon Department of Environmental Quality Station ID	1/29/2024
18553	HARN	253	HARN0000253		'433244119364701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18553	HARN	253	HARN0000253		'HC034'	ODEQ Field ID	Oregon Department of Environmental Quality Field ID	1/29/2024
20612	HARN	255	HARN0000255		'24S/26E-3bbb'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
20612	HARN	255	HARN0000255		'433126119354201'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
16305	HARN	260	HARN0000260		'23S/27E-7caa'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
16305	HARN	260	HARN0000260		'433518119314201'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18549	HARN	261	HARN0000261		'23S/27E-19cdd'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18549	HARN	261	HARN0000261		'433317119313601'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
22258	HARN	263	HARN0000263		'23S/27E-27bac'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
22258	HARN	263	HARN0000263		'433311119280901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
6254	HARN	271	HARN0000271		'23S/27E-30abb'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18552	HARN	277	HARN0000277		'23S/28E-35dad'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18552	HARN	277	HARN0000277		'433153119184501'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18139	HARN	284	HARN0000284		'23S/30E-12dab2'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18139	HARN	284	HARN0000284		'433540119035001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18139	HARN	284	HARN0000284		'No. 17'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18140	HARN	285	HARN0000285		'23S/30E-12dab1'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18140	HARN	285	HARN0000285		'433540119035002'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18140	HARN	285	HARN0000285		'No. 18'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18141	HARN	286	HARN0000286		'No. 19'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18412	HARN	289	HARN0000289		'23S/30E-12ddd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18412	HARN	289	HARN0000289		'433510119034001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
19101	HARN	290	HARN0000290		'433440119044001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18052	HARN	296	HARN0000296	95071	'23S/30E-14dcc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18414	HARN	297	HARN0000297		'23S/30E-23cda'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18414	HARN	297	HARN0000297		'433340119052001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18142	HARN	301	HARN0000301		'433350119045001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18142	HARN	301	HARN0000301		'No. 21'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18143	HARN	302	HARN0000302		'433350119052001'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
